taxonID	scientificName	higherClassification	kingdom	phylum	class	order	family	genus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship
agarics:ukraine:taxon:555	Gliophorus irrigatus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Gliophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	irrigatus		species	(Pers.) A.M.Ainsw. & P.M.Kirk
agarics:ukraine:taxon:556	Gliophorus laetus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Gliophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	laetus		species	(Pers.) Herink
agarics:ukraine:taxon:557	Gliophorus psittacinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Gliophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gliophorus	psittacinus		species	(Schaeff.) Herink
agarics:ukraine:taxon:558	Gloioxanthomyces vitellinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Gloioxanthomyces	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Gloioxanthomyces	vitellinus		species	(Fr.) Lodge, Vizzini, Ercole & Boertm.
agarics:ukraine:taxon:559	Gymnopilus hybridus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	hybridus		species	(Gillet) Maire
agarics:ukraine:taxon:560	Gymnopilus josserandii	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	josserandii		species	Antonín
agarics:ukraine:taxon:561	Gymnopilus junonius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	junonius		species	(Fr.) P.D.Orton
agarics:ukraine:taxon:562	Gymnopilus penetrans	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	penetrans		species	(Fr.) Murrill
agarics:ukraine:taxon:563	Gymnopilus picreus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	picreus		species	(Pers.) P.Karst.
agarics:ukraine:taxon:564	Gymnopilus sapineus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Gymnopilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Gymnopilus	sapineus		species	(Fr.) Murrill
agarics:ukraine:taxon:565	Gymnopus alkalivirens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	alkalivirens		species	(Singer) Halling
agarics:ukraine:taxon:566	Gymnopus androsaceus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	androsaceus		species	(L.) Della Magg. & Trassin.
agarics:ukraine:taxon:567	Gymnopus aquosus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	aquosus		species	(Bull.) Antonín & Noordel.
agarics:ukraine:taxon:568	Gymnopus brassicolens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	brassicolens		species	(Romagn.) Antonín & Noordel.
agarics:ukraine:taxon:569	Gymnopus confluens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	confluens		species	(Pers.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:570	Gymnopus dryophilus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	dryophilus		species	(Bull.) Murrill
agarics:ukraine:taxon:571	Gymnopus erythropus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	erythropus		species	(Pers.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:572	Gymnopus foetidus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	foetidus		species	(Sowerby) P.M.Kirk
agarics:ukraine:taxon:573	Gymnopus fuscopurpureus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	fuscopurpureus		species	(Pers.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:574	Gymnopus fusipes	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	fusipes		species	(Bull.) Gray
agarics:ukraine:taxon:575	Gymnopus hariolorum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	hariolorum		species	(Bull.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:576	Gymnopus impudicus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	impudicus		species	(Fr.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:577	Gymnopus inodorus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	inodorus		species	(Pat.) Antonín & Noordel.
agarics:ukraine:taxon:578	Gymnopus ocior	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	ocior		species	(Pers.) Antonín & Noordel.
agarics:ukraine:taxon:579	Gymnopus perforans	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	perforans		species	
agarics:ukraine:taxon:580	Gymnopus peronatus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	peronatus		species	(Bolton) Gray
agarics:ukraine:taxon:581	Gymnopus putillus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	putillus		species	(Fr.) Antonín, Halling & Noordel.
agarics:ukraine:taxon:582	Gymnopus vernus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Omphalotaceae | Gymnopus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	vernus		species	(Ryman) Antonín & Noordel.
agarics:ukraine:taxon:583	Haasiella venustissima	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Tricholomataceae | Haasiella	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Haasiella	venustissima		species	(Fr.) Kotl. & Pouzar ex Chiaffi & Surault
agarics:ukraine:taxon:584	Hebeloma birrus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	birrus		species	(Fr.) Gillet
agarics:ukraine:taxon:585	Hebeloma crustuliniforme	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	crustuliniforme		species	(Bull.) Quél.
agarics:ukraine:taxon:586	Hebeloma fastibile	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	fastibile		species	(Pers.) P.Kumm.
agarics:ukraine:taxon:587	Hebeloma fusisporum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	fusisporum		species	Gröger & Zschiesch.
agarics:ukraine:taxon:588	Hebeloma hiemale	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	hiemale		species	Bres.
agarics:ukraine:taxon:589	Hebeloma leucosarx	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	leucosarx		species	P.D.Orton
agarics:ukraine:taxon:590	Hebeloma magnimamma	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	magnimamma		species	(Fr.) Sacc.
agarics:ukraine:taxon:591	Hebeloma mesophaeum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	mesophaeum		species	(Pers.) Quél.
agarics:ukraine:taxon:592	Hebeloma pusillum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	pusillum		species	J.E.Lange
agarics:ukraine:taxon:593	Hebeloma radicosum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	radicosum		species	(Bull.) Ricken
agarics:ukraine:taxon:594	Hebeloma sacchariolens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	sacchariolens		species	Quél.
agarics:ukraine:taxon:595	Hebeloma sinapizans	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	sinapizans		species	(Paulet) Gillet
agarics:ukraine:taxon:596	Hebeloma sinuosum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	sinuosum		species	(Fr.) Quél.
agarics:ukraine:taxon:597	Hebeloma sordescens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hymenogastraceae | Hebeloma	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hymenogastraceae	Hebeloma	sordescens		species	Vesterh.
agarics:ukraine:taxon:598	Hemimycena candida	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	candida		species	(Bres.) Singer
agarics:ukraine:taxon:599	Hemimycena cucullata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	cucullata		species	(Pers.) Singer
agarics:ukraine:taxon:600	Hemimycena gracilis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	gracilis		species	(Quél.) Singer
agarics:ukraine:taxon:601	Hemimycena ignobilis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	ignobilis		species	Joss. ex Bon
agarics:ukraine:taxon:602	Hemimycena lactea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	lactea		species	(Pers.) Singer
agarics:ukraine:taxon:603	Hemimycena mairei	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Mycenaceae | Hemimycena	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Mycenaceae	Hemimycena	mairei		species	(E.-J.Gilbert) Singer
agarics:ukraine:taxon:604	Hemistropharia albocrenulata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Cortinariaceae | Hemistropharia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Cortinariaceae	Hemistropharia	albocrenulata		species	(Peck) Jacobsson & E.Larss.
agarics:ukraine:taxon:605	Hodophilus foetens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Clavariaceae | Hodophilus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Hodophilus	foetens		species	(W.Phillips) Birkebak & Adamčík
agarics:ukraine:taxon:606	Hohenbuehelia atrocoerulea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	atrocoerulea		species	(Fr.) Singer
agarics:ukraine:taxon:607	Hohenbuehelia auriscalpium	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	auriscalpium		species	(Maire) Singer
agarics:ukraine:taxon:608	Hohenbuehelia longipes	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	longipes		species	(Boud.) M.M.Moser
agarics:ukraine:taxon:609	Hohenbuehelia mastrucata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	mastrucata		species	(Fr.) Singer
agarics:ukraine:taxon:610	Hohenbuehelia myxotricha	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	myxotricha		species	(Lév.) Singer
agarics:ukraine:taxon:611	Hohenbuehelia petaloides	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	petaloides		species	(Bull.) Schulzer
agarics:ukraine:taxon:612	Hohenbuehelia reniformis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	reniformis		species	(G.Mey.) Singer
agarics:ukraine:taxon:613	Hohenbuehelia serotina	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	serotina		species	(Pers.) Singer
agarics:ukraine:taxon:614	Hohenbuehelia tremula	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	tremula		species	(Schaeff.) Thorn & G.L.Barron
agarics:ukraine:taxon:615	Hohenbuehelia unguicularis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Pleurotaceae | Hohenbuehelia	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	unguicularis		species	(Fr.) O.K.Mill.
agarics:ukraine:taxon:617	Homophron cernuum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Psathyrellaceae | Homophron	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Homophron	cernuum		species	(Vahl) Örstadius & E.Larss.
agarics:ukraine:taxon:618	Homophron spadiceum	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Psathyrellaceae | Homophron	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Homophron	spadiceum		species	(P.Kumm.) Örstadius & E.Larss.
agarics:ukraine:taxon:619	Hydropus atramentosus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Marasmiaceae | Hydropus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Hydropus	atramentosus		species	(Kalchbr.) Kotl. & Pouzar
agarics:ukraine:taxon:620	Hydropus floccipes	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Marasmiaceae | Hydropus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Hydropus	floccipes		species	(Fr.) Singer
agarics:ukraine:taxon:621	Hydropus marginellus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Marasmiaceae | Hydropus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Hydropus	marginellus		species	(Pers.) Singer
agarics:ukraine:taxon:622	Hydropus subalpinus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Marasmiaceae | Hydropus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Marasmiaceae	Hydropus	subalpinus		species	(Höhn.) Singer
agarics:ukraine:taxon:623	Hygrocybe acutoconica	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	acutoconica		species	(Clem.) Singer
agarics:ukraine:taxon:624	Hygrocybe aurantiosplendens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	aurantiosplendens		species	R.Haller Aar.
agarics:ukraine:taxon:625	Hygrocybe cantharellus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	cantharellus		species	(Fr.) Murrill
agarics:ukraine:taxon:627	Hygrocybe ceracea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ceracea		species	(Sowerby) P.Kumm.
agarics:ukraine:taxon:628	Hygrocybe chlorophana	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	chlorophana		species	(Fr.) Wünsche
agarics:ukraine:taxon:629	Hygrocybe coccinea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	coccinea		species	(Schaeff.) P.Kumm.
agarics:ukraine:taxon:630	Hygrocybe coccineocrenata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	coccineocrenata		species	(P.D.Orton) M.M.Moser
agarics:ukraine:taxon:631	Hygrocybe conica	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	conica		species	(Schaeff.) P.Kumm.
agarics:ukraine:taxon:632	Hygrocybe conica conicopalustris	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	conica	conicopalustris	varietas	(Bon) Arnolds
agarics:ukraine:taxon:633	Hygrocybe constrictospora	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	constrictospora		species	Arnolds
agarics:ukraine:taxon:634	Hygrocybe helobia	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	helobia		species	(Arnolds) Bon
agarics:ukraine:taxon:635	Hygrocybe insipida	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	insipida		species	(J.E.Lange) M.M.Moser
agarics:ukraine:taxon:636	Hygrocybe miniata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	miniata		species	(Fr.) P.Kumm.
agarics:ukraine:taxon:637	Hygrocybe mucronella	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	mucronella		species	(Fr.) P.Karst.
agarics:ukraine:taxon:638	Hygrocybe nigrescens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	nigrescens		species	(Quél.) Kühner
agarics:ukraine:taxon:639	Hygrocybe nitrata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	nitrata		species	(Pers.) Wünsche
agarics:ukraine:taxon:640	Hygrocybe ovina	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	ovina		species	(Bull.) Kühner
agarics:ukraine:taxon:641	Hygrocybe punicea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	punicea		species	(Fr.) P.Kumm.
agarics:ukraine:taxon:642	Hygrocybe salicis-herbaceae	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	salicis-herbaceae		species	Kühner
agarics:ukraine:taxon:643	Hygrocybe spadicea	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	spadicea		species	(Scop.) P.Karst.
agarics:ukraine:taxon:644	Hygrocybe splendidissima	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	splendidissima		species	(P.D.Orton) M.M.Moser
agarics:ukraine:taxon:645	Hygrocybe subpapillata	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrocybe	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrocybe	subpapillata		species	Kühner
agarics:ukraine:taxon:646	Hygrophorus agathosmus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	agathosmus		species	(Fr.) Fr.
agarics:ukraine:taxon:647	Hygrophorus arbustivus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	arbustivus		species	Fr.
agarics:ukraine:taxon:648	Hygrophorus camarophyllus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	camarophyllus		species	(Alb. & Schwein.) Dumée, Grandjean & Maire
agarics:ukraine:taxon:649	Hygrophorus capreolarius	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	capreolarius		species	Kalchbr.
agarics:ukraine:taxon:650	Hygrophorus chrysodon	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	chrysodon		species	(Batsch) Fr.
agarics:ukraine:taxon:651	Hygrophorus cossus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	cossus		species	(Sowerby) Fr.
agarics:ukraine:taxon:652	Hygrophorus discoideus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	discoideus		species	(Pers.) Fr.
agarics:ukraine:taxon:653	Hygrophorus discoxanthus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	discoxanthus		species	(Fr.) Rea
agarics:ukraine:taxon:654	Hygrophorus eburneus	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	eburneus		species	(Bull.) Fr.
agarics:ukraine:taxon:655	Hygrophorus erubescens	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	erubescens		species	(Fr.) Fr.
agarics:ukraine:taxon:656	Hygrophorus hiemalis	Fungi | Basidiomycota | Agaricomycetes | Agaricales | Hygrophoraceae | Hygrophorus	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	hiemalis		species	Velen.
